OrderID,WarehouseID,ShipDate,DeliveryDate,DeliveryDays,OnTimeFlag,ReturnFlag,ReturnReason
ORD-00984,WH-East,2024-05-01,2024-05-07,7.0,0.0,0.0,
ORD-00985,WH-South,2024-10-08,2024-10-12,7.0,0.0,0.0,
ORD-00986,WH-West,2024-12-20,2024-12-25,7.0,0.0,0.0,
ORD-00987,WH-North,2024-02-17,2024-02-22,6.0,0.0,0.0,
ORD-00988,WH-East,2024-06-09,2024-06-13,5.0,1.0,1.0,Damaged
ORD-00989,WH-North,2024-11-27,2024-12-01,6.0,0.0,0.0,
ORD-00990,WH-South,2024-04-01,2024-04-05,6.0,0.0,0.0,
ORD-00991,WH-South,2024-08-28,2024-09-01,6.0,0.0,0.0,
ORD-00992,WH-South,2024-10-22,2024-10-26,6.0,0.0,0.0,
ORD-00993,WH-North,2024-09-23,2024-09-28,6.0,0.0,1.0,Damaged
ORD-00994,WH-West,2024-04-01,2024-04-05,5.0,1.0,0.0,
ORD-00995,WH-West,2024-05-14,2024-05-19,8.0,0.0,0.0,
ORD-00996,WH-North,2024-10-13,2024-10-20,10.0,0.0,,
ORD-00997,WH-East,2024-08-25,2024-08-30,6.0,0.0,0.0,
ORD-00998,,2024-01-28,2024-02-04,10.0,0.0,0.0,
ORD-00999,WH-North,2024-10-15,2024-10-20,8.0,0.0,0.0,
ORD-01000,WH-East,2024-01-23,2024-01-26,5.0,1.0,0.0,
ORD-01001,WH-South,2024-10-30,2024-11-02,5.0,1.0,0.0,
ORD-01002,WH-South,2024-03-08,2024-03-11,5.0,1.0,0.0,
ORD-01003,WH-East,2024-12-30,2025-01-05,9.0,0.0,0.0,
ORD-01004,WH-West,2024-05-21,2024-05-25,5.0,1.0,0.0,
ORD-01005,WH-West,2024-05-07,2024-05-09,4.0,1.0,0.0,
ORD-01006,WH-West,2024-02-24,2024-03-01,7.0,0.0,0.0,
ORD-01007,WH-South,2024-05-11,2024-05-15,6.0,0.0,0.0,
ORD-01008,WH-South,2024-11-27,2024-11-30,4.0,1.0,0.0,
ORD-01009,WH-East,2024-12-28,2024-12-29,2.0,1.0,0.0,
ORD-01010,WH-North,2024-05-31,2024-06-05,7.0,0.0,0.0,
ORD-01011,WH-West,2024-06-18,2024-06-22,6.0,0.0,0.0,
ORD-01012,WH-South,2024-10-23,2024-10-30,8.0,0.0,0.0,
ORD-01013,WH-South,,2024-11-21,7.0,0.0,0.0,
ORD-01014,WH-South,2024-08-23,2024-08-30,8.0,0.0,0.0,
ORD-01015,WH-North,2024-06-10,2024-06-16,8.0,0.0,0.0,
ORD-01016,WH-East,2024-06-28,2024-06-30,3.0,1.0,0.0,
ORD-01017,WH-West,2024-10-21,2024-10-23,,1.0,0.0,
ORD-01018,WH-North,2024-01-21,2024-01-22,3.0,1.0,0.0,
ORD-01019,WH-East,2024-09-17,2024-09-21,7.0,0.0,0.0,
ORD-01020,WH-South,2024-05-08,2024-05-15,8.0,0.0,1.0,Not as Expected
ORD-01021,WH-East,2024-11-07,2024-11-11,6.0,0.0,0.0,
ORD-01022,WH-West,2024-02-19,2024-02-20,2.0,1.0,0.0,
ORD-01023,WH-East,2024-08-03,2024-08-05,3.0,1.0,,Not as Expected
ORD-01024,WH-South,2024-07-14,2024-07-16,5.0,1.0,0.0,
ORD-01025,WH-West,2024-09-25,2024-09-29,7.0,0.0,0.0,
ORD-01026,WH-West,2024-01-10,2024-01-17,9.0,0.0,0.0,
ORD-01027,WH-South,2024-08-03,2024-08-07,6.0,0.0,0.0,
ORD-01028,WH-South,2024-09-03,2024-09-10,10.0,0.0,0.0,
ORD-01029,WH-North,2024-08-30,2024-09-02,6.0,0.0,0.0,
ORD-01030,WH-East,2024-08-24,2024-08-30,8.0,0.0,0.0,
ORD-01031,WH-West,2024-09-15,2024-09-16,4.0,1.0,0.0,
ORD-01032,WH-South,2024-11-03,2024-11-05,3.0,1.0,0.0,
ORD-01033,WH-South,2024-04-21,2024-04-27,9.0,0.0,0.0,
ORD-01034,WH-West,2024-11-09,2024-11-16,9.0,0.0,0.0,
ORD-01035,WH-West,2024-07-27,2024-07-31,5.0,1.0,1.0,Not as Expected
ORD-01036,WH-North,2024-02-18,2024-02-24,7.0,0.0,1.0,Changed Mind
ORD-01037,WH-North,2024-01-25,2024-01-29,7.0,0.0,0.0,
ORD-01038,WH-West,2024-05-31,2024-06-01,2.0,1.0,0.0,
ORD-01039,WH-West,2024-10-26,2024-10-31,8.0,0.0,0.0,
ORD-01040,WH-North,2024-10-15,2024-10-18,4.0,1.0,0.0,
ORD-01041,WH-East,2024-11-27,2024-11-29,5.0,1.0,0.0,
ORD-01042,WH-West,,2024-07-13,6.0,0.0,0.0,
ORD-01043,WH-North,2024-06-23,2024-06-24,2.0,1.0,0.0,
ORD-01044,WH-North,2024-02-28,2024-03-02,6.0,0.0,0.0,
ORD-01045,,2024-06-01,2024-06-03,5.0,1.0,0.0,
ORD-01046,WH-East,2024-06-05,2024-06-09,6.0,0.0,0.0,
ORD-01047,WH-North,2024-02-28,2024-03-05,7.0,0.0,0.0,
ORD-01048,WH-South,2024-03-08,2024-03-14,8.0,0.0,0.0,
ORD-01049,WH-North,2024-08-22,2024-08-27,7.0,0.0,0.0,
ORD-01050,WH-East,2024-10-05,2024-10-06,4.0,1.0,0.0,
ORD-01051,WH-West,2024-12-19,2024-12-23,6.0,0.0,0.0,
ORD-01052,WH-East,2024-12-13,2024-12-16,4.0,1.0,1.0,Defective
ORD-01053,WH-West,2024-09-14,2024-09-18,6.0,0.0,1.0,Damaged
ORD-01054,WH-West,2024-07-02,2024-07-03,3.0,1.0,0.0,
ORD-01055,WH-West,2024-09-19,2024-09-22,5.0,1.0,0.0,
ORD-01056,WH-West,2024-10-29,2024-10-31,4.0,1.0,0.0,
ORD-01057,WH-East,2024-02-11,2024-02-14,4.0,1.0,1.0,Defective
ORD-01058,WH-North,2024-06-05,2024-06-09,6.0,0.0,0.0,
ORD-01059,WH-West,2024-11-22,2024-11-27,7.0,0.0,0.0,
ORD-01060,WH-South,2024-06-19,2024-06-23,5.0,1.0,0.0,
ORD-01061,WH-West,2024-08-16,2024-08-23,10.0,0.0,0.0,
ORD-01062,WH-North,2024-08-14,2024-08-15,3.0,1.0,0.0,
ORD-01063,WH-South,2024-03-30,2024-04-03,7.0,0.0,0.0,
ORD-01064,WH-East,2024-05-30,2024-05-31,4.0,1.0,0.0,
ORD-01065,WH-West,2024-06-01,2024-06-04,5.0,1.0,0.0,
ORD-01066,WH-North,2024-01-29,2024-01-31,4.0,1.0,0.0,
ORD-01067,WH-South,2024-01-18,2024-01-20,3.0,,0.0,
ORD-01068,WH-South,2024-11-05,2024-11-10,6.0,0.0,0.0,
ORD-01069,WH-East,2024-04-24,2024-04-27,4.0,1.0,0.0,
ORD-01070,WH-West,2024-07-13,2024-07-14,4.0,1.0,0.0,
ORD-01071,WH-East,2024-04-13,2024-04-16,5.0,1.0,1.0,Wrong Size
ORD-01072,WH-East,2024-12-07,2024-12-11,5.0,1.0,1.0,Not as Expected
ORD-01073,WH-South,,2024-04-13,7.0,0.0,0.0,
ORD-01074,WH-North,2024-06-28,2024-07-05,8.0,0.0,0.0,
ORD-01075,WH-West,2024-11-10,2024-11-13,4.0,1.0,0.0,
ORD-01076,WH-South,2024-12-01,2024-12-02,2.0,1.0,0.0,
ORD-01077,WH-West,2024-03-18,2024-03-22,7.0,0.0,0.0,
ORD-01078,WH-North,2024-11-03,2024-11-04,2.0,1.0,0.0,
ORD-01079,WH-South,2024-07-07,2024-07-09,5.0,1.0,0.0,
ORD-01080,WH-East,2024-07-06,2024-07-10,5.0,1.0,0.0,
ORD-01081,WH-East,2024-02-18,2024-02-25,8.0,0.0,0.0,
ORD-01082,WH-East,2024-02-10,2024-02-16,8.0,0.0,0.0,
ORD-01083,WH-West,2024-10-11,2024-10-15,7.0,0.0,0.0,
ORD-01084,WH-West,2024-07-24,2024-07-25,3.0,1.0,1.0,Wrong Size
ORD-01085,WH-North,2024-06-13,2024-06-15,3.0,1.0,0.0,
ORD-01086,WH-East,2024-10-22,2024-10-26,5.0,1.0,0.0,
ORD-01087,WH-West,2024-10-09,2024-10-12,4.0,1.0,0.0,
ORD-01088,WH-West,2024-03-21,2024-03-23,,1.0,0.0,
ORD-01089,WH-North,2024-09-04,2024-09-07,4.0,1.0,0.0,
ORD-01090,WH-West,2024-02-21,2024-02-26,8.0,0.0,0.0,
ORD-01091,WH-East,2024-10-23,2024-10-24,3.0,1.0,1.0,Defective
ORD-01092,WH-North,2024-09-20,2024-09-25,6.0,0.0,0.0,
ORD-01093,WH-East,2024-12-21,2024-12-27,8.0,0.0,0.0,
ORD-01094,WH-North,2024-01-16,2024-01-21,6.0,0.0,0.0,
ORD-01095,WH-South,2024-01-09,2024-01-14,8.0,0.0,0.0,
ORD-01096,WH-South,2024-04-17,2024-04-18,2.0,1.0,1.0,Changed Mind
ORD-01097,WH-South,2024-04-09,2024-04-13,5.0,1.0,0.0,
ORD-01098,WH-North,2024-04-17,2024-04-18,2.0,1.0,0.0,
ORD-01099,WH-South,2024-12-19,2024-12-26,8.0,0.0,0.0,
ORD-01100,WH-West,2024-04-23,2024-04-26,6.0,0.0,0.0,
ORD-01101,,2024-04-17,2024-04-23,7.0,0.0,,
ORD-01102,WH-South,2024-10-13,2024-10-14,3.0,1.0,0.0,
ORD-01103,WH-East,2024-06-10,2024-06-12,5.0,1.0,0.0,
ORD-01104,WH-South,2024-10-18,2024-10-23,6.0,0.0,0.0,
ORD-01105,WH-West,2024-01-18,2024-01-22,5.0,1.0,0.0,
ORD-01106,WH-North,2024-07-14,2024-07-21,9.0,0.0,0.0,
ORD-01107,WH-North,2024-01-16,2024-01-22,9.0,0.0,1.0,Damaged
ORD-01108,WH-East,2024-01-12,2024-01-14,4.0,1.0,0.0,
ORD-01109,WH-North,2024-12-10,2024-12-14,7.0,0.0,0.0,
ORD-01110,WH-East,2024-02-15,2024-02-20,6.0,0.0,0.0,
ORD-01111,WH-West,2024-08-24,2024-08-30,7.0,0.0,0.0,
ORD-01112,WH-West,2024-06-04,2024-06-05,4.0,1.0,1.0,Not as Expected
ORD-01113,WH-East,2024-05-18,2024-05-24,7.0,0.0,0.0,
ORD-01114,WH-North,2024-12-06,2024-12-08,4.0,1.0,0.0,
ORD-01115,WH-North,2024-01-23,2024-01-26,5.0,1.0,0.0,
ORD-01116,WH-East,2024-09-08,2024-09-09,4.0,1.0,0.0,
ORD-01117,WH-South,2024-12-23,2024-12-29,9.0,0.0,0.0,
ORD-01118,WH-North,2024-08-25,2024-08-31,7.0,0.0,0.0,
ORD-01119,WH-West,2024-12-25,2024-12-30,7.0,0.0,0.0,
ORD-01120,WH-North,,2024-01-29,4.0,1.0,0.0,
ORD-01121,WH-East,2024-06-08,2024-06-13,6.0,,0.0,
ORD-01122,WH-South,2024-04-13,2024-04-20,10.0,0.0,0.0,
ORD-01123,WH-West,2024-10-20,2024-10-25,8.0,0.0,1.0,
ORD-01124,WH-East,2024-12-31,2025-01-06,8.0,0.0,0.0,
ORD-01125,WH-North,2024-05-03,2024-05-08,8.0,0.0,0.0,
ORD-01126,WH-South,2024-09-10,2024-09-12,5.0,1.0,0.0,
ORD-01127,WH-North,2024-03-02,2024-03-08,7.0,0.0,0.0,
ORD-01128,WH-West,,2024-08-13,6.0,0.0,0.0,
ORD-01129,WH-East,2024-07-29,2024-08-05,10.0,0.0,,
ORD-01130,WH-East,2024-12-26,2025-01-02,9.0,0.0,0.0,
ORD-01131,WH-West,2024-09-12,2024-09-13,2.0,1.0,0.0,
ORD-01132,WH-South,2024-05-11,2024-05-18,9.0,0.0,0.0,
ORD-01133,WH-East,2024-02-13,2024-02-17,5.0,1.0,0.0,
ORD-01134,WH-South,2024-02-04,2024-02-11,8.0,0.0,0.0,
ORD-01135,WH-West,2024-04-03,2024-04-06,6.0,0.0,0.0,
ORD-01136,WH-West,2024-04-06,2024-04-09,5.0,1.0,0.0,
ORD-01137,WH-West,2024-11-06,2024-11-09,5.0,1.0,0.0,
ORD-01138,WH-West,2024-08-30,2024-09-02,5.0,1.0,0.0,
ORD-01139,WH-East,2024-07-27,2024-07-31,6.0,0.0,0.0,
ORD-01140,WH-West,2024-02-15,2024-02-17,4.0,1.0,1.0,Wrong Size
ORD-01141,WH-West,2024-11-26,2024-11-29,6.0,0.0,1.0,
ORD-01142,WH-East,2024-10-21,2024-10-23,4.0,1.0,,
ORD-01143,WH-North,2024-01-12,2024-01-15,5.0,1.0,0.0,
ORD-01144,WH-West,2024-10-07,2024-10-10,5.0,1.0,0.0,
ORD-01145,WH-West,2024-08-10,2024-08-16,9.0,0.0,,
ORD-01146,WH-East,2024-02-27,2024-03-05,10.0,0.0,0.0,
ORD-01147,WH-East,2024-07-18,2024-07-19,3.0,1.0,0.0,
ORD-01148,WH-South,2024-07-03,2024-07-06,5.0,1.0,0.0,
ORD-01149,WH-West,2024-03-14,2024-03-19,7.0,0.0,1.0,Defective
ORD-01150,WH-South,2024-12-05,2024-12-12,10.0,,0.0,
ORD-01151,WH-North,2024-11-10,2024-11-17,10.0,0.0,0.0,
ORD-01152,WH-West,2024-09-13,2024-09-14,3.0,1.0,0.0,
ORD-01153,WH-South,2024-08-02,2024-08-09,9.0,0.0,0.0,
ORD-01154,WH-East,2024-06-30,2024-07-05,6.0,0.0,0.0,
ORD-01155,WH-South,2024-10-01,2024-10-05,5.0,1.0,0.0,
ORD-01156,WH-North,2024-08-16,2024-08-19,6.0,0.0,0.0,
ORD-01157,WH-East,2024-02-03,2024-02-04,4.0,1.0,0.0,
ORD-01158,,2024-07-05,2024-07-06,4.0,1.0,0.0,
ORD-01159,WH-North,,2024-11-12,5.0,1.0,0.0,
ORD-01160,WH-West,2024-07-16,2024-07-18,3.0,1.0,0.0,
ORD-01161,WH-East,2024-01-28,2024-01-29,4.0,1.0,0.0,
ORD-01162,WH-North,2024-10-12,2024-10-17,6.0,0.0,0.0,
ORD-01163,WH-North,2024-03-05,2024-03-09,7.0,0.0,0.0,
ORD-01164,WH-East,2024-04-10,2024-04-17,10.0,0.0,0.0,
ORD-01165,WH-North,2024-03-05,2024-03-12,8.0,0.0,0.0,
ORD-01166,WH-South,2024-05-12,2024-05-17,6.0,0.0,0.0,
ORD-01167,WH-East,2024-11-01,,4.0,1.0,0.0,
ORD-01168,WH-West,2024-07-05,2024-07-11,9.0,0.0,0.0,
ORD-01169,WH-West,2024-03-30,2024-04-01,3.0,1.0,1.0,Wrong Size
ORD-01170,WH-East,2024-11-18,2024-11-23,7.0,0.0,0.0,
ORD-01171,WH-East,2024-11-10,2024-11-16,9.0,0.0,0.0,
ORD-01172,WH-South,2024-11-15,2024-11-18,5.0,1.0,0.0,
ORD-01173,WH-West,2024-04-06,2024-04-09,4.0,1.0,0.0,
ORD-01174,WH-West,2024-06-18,2024-06-25,8.0,0.0,0.0,
ORD-01175,WH-South,2024-12-22,2024-12-28,7.0,0.0,0.0,
ORD-01176,WH-North,2024-10-15,2024-10-22,10.0,0.0,0.0,
ORD-01177,WH-West,2024-01-29,2024-01-30,2.0,1.0,0.0,
ORD-01178,WH-North,2024-01-22,2024-01-26,7.0,0.0,0.0,
ORD-01179,WH-East,2024-07-09,2024-07-12,5.0,,0.0,
ORD-01180,WH-North,2024-12-08,2024-12-12,6.0,0.0,1.0,Not as Expected
ORD-01181,WH-West,2024-08-09,2024-08-13,5.0,1.0,0.0,
ORD-01182,WH-South,2024-07-16,,8.0,,0.0,
ORD-01183,WH-South,2024-02-06,2024-02-13,8.0,0.0,0.0,
ORD-01184,WH-South,2024-09-05,2024-09-09,7.0,0.0,1.0,Defective
ORD-01185,WH-East,2024-11-11,2024-11-17,8.0,0.0,0.0,
ORD-01186,WH-East,2024-07-02,2024-07-09,9.0,0.0,0.0,
ORD-01187,WH-South,2024-10-13,2024-10-17,6.0,0.0,1.0,Wrong Size
ORD-01188,WH-North,2024-12-25,2024-12-31,7.0,0.0,0.0,
ORD-01189,WH-North,2024-03-09,2024-03-16,10.0,0.0,0.0,
ORD-01190,WH-South,2024-07-30,2024-08-01,3.0,1.0,1.0,Damaged
ORD-01191,WH-South,2024-04-29,2024-05-01,5.0,1.0,0.0,
ORD-01192,WH-North,2024-11-09,2024-11-12,5.0,1.0,0.0,
ORD-01193,WH-South,2024-08-26,2024-08-28,3.0,1.0,0.0,
ORD-01194,WH-East,2024-09-08,2024-09-12,5.0,1.0,0.0,
ORD-01195,WH-North,2024-11-20,2024-11-22,3.0,1.0,0.0,
ORD-01196,WH-South,2024-06-09,2024-06-15,9.0,0.0,0.0,
ORD-01197,WH-East,2024-12-14,,5.0,1.0,0.0,
ORD-01198,WH-North,2024-09-01,2024-09-07,9.0,0.0,0.0,
ORD-01199,WH-West,2024-03-13,2024-03-14,3.0,1.0,0.0,
ORD-01200,WH-North,2024-10-08,2024-10-15,8.0,0.0,0.0,
ORD-01201,WH-North,2024-11-03,2024-11-04,2.0,1.0,0.0,
ORD-01202,WH-North,2024-05-22,2024-05-29,10.0,,0.0,
ORD-01203,WH-East,2024-11-05,2024-11-08,4.0,1.0,1.0,Damaged
ORD-01204,WH-East,2024-12-29,2025-01-04,9.0,0.0,0.0,
ORD-01205,WH-East,2024-04-08,2024-04-14,8.0,0.0,0.0,
ORD-01206,WH-South,2024-12-20,2024-12-26,9.0,0.0,0.0,
ORD-01207,WH-West,2024-02-28,2024-03-02,6.0,0.0,0.0,
ORD-01208,WH-South,2024-03-07,2024-03-13,8.0,0.0,0.0,
ORD-01209,WH-North,2024-03-31,2024-04-07,9.0,0.0,0.0,
ORD-01210,WH-East,2024-12-31,2025-01-05,,0.0,0.0,
ORD-01211,WH-West,2024-10-01,2024-10-07,7.0,0.0,0.0,
ORD-01212,WH-East,2024-03-09,2024-03-15,8.0,0.0,0.0,
ORD-01213,WH-South,2024-06-11,2024-06-16,7.0,0.0,0.0,
ORD-01214,WH-West,2024-09-26,2024-09-29,,1.0,0.0,
ORD-01215,WH-East,2024-02-04,2024-02-05,4.0,1.0,1.0,Defective
ORD-01216,WH-West,2024-11-04,2024-11-07,6.0,0.0,0.0,
ORD-01217,WH-West,2024-11-20,2024-11-27,8.0,0.0,0.0,
ORD-01218,WH-East,2024-07-08,2024-07-11,5.0,1.0,0.0,
ORD-01219,WH-East,2024-12-20,2024-12-22,4.0,1.0,0.0,
ORD-01220,WH-East,2024-06-12,2024-06-14,4.0,1.0,1.0,Damaged
ORD-01221,,2024-12-29,2025-01-01,4.0,1.0,0.0,
ORD-01222,WH-East,2024-09-14,2024-09-21,10.0,0.0,0.0,
ORD-01223,WH-South,2024-09-02,2024-09-05,4.0,1.0,0.0,
ORD-01224,WH-West,2024-03-02,2024-03-06,5.0,1.0,0.0,
ORD-01225,WH-North,2024-11-16,2024-11-22,9.0,0.0,0.0,
ORD-01226,WH-South,2024-06-06,2024-06-11,6.0,0.0,0.0,
ORD-01227,WH-West,2024-03-21,2024-03-26,6.0,0.0,0.0,
ORD-01228,WH-West,2024-01-02,2024-01-05,4.0,1.0,0.0,
ORD-01229,WH-West,2024-08-22,2024-08-26,6.0,0.0,0.0,
ORD-01230,WH-North,2024-07-05,2024-07-07,4.0,1.0,0.0,
ORD-01231,WH-West,2024-10-19,2024-10-25,7.0,0.0,0.0,
ORD-01232,WH-East,2024-11-12,2024-11-19,10.0,0.0,0.0,
ORD-01233,WH-West,2024-02-17,2024-02-22,8.0,0.0,0.0,
ORD-01234,WH-East,2024-11-01,2024-11-04,4.0,1.0,0.0,
ORD-01235,WH-East,2024-03-29,2024-04-02,6.0,0.0,0.0,
ORD-01236,WH-East,2024-11-20,2024-11-27,10.0,0.0,1.0,Wrong Size
ORD-01237,WH-North,2024-11-25,2024-11-30,7.0,0.0,0.0,
ORD-01238,WH-West,2024-08-15,2024-08-16,2.0,1.0,0.0,
ORD-01239,WH-South,2024-10-31,2024-11-06,8.0,0.0,0.0,
ORD-01240,WH-North,2024-05-07,2024-05-13,9.0,0.0,0.0,
ORD-01241,WH-West,2024-07-07,2024-07-11,6.0,0.0,0.0,
ORD-01242,WH-East,2024-11-28,2024-12-03,7.0,0.0,0.0,
ORD-01243,WH-South,2024-07-24,2024-07-28,7.0,0.0,0.0,
ORD-01244,WH-South,2024-05-18,2024-05-25,,0.0,0.0,
ORD-01245,WH-West,2024-07-25,2024-07-30,8.0,0.0,0.0,
ORD-01246,WH-West,2024-12-01,2024-12-06,7.0,0.0,0.0,
ORD-01247,WH-South,2024-05-28,2024-06-04,10.0,0.0,0.0,
ORD-01248,WH-West,2024-03-03,2024-03-09,7.0,0.0,0.0,
ORD-01249,WH-West,2024-10-26,2024-10-27,4.0,1.0,0.0,
ORD-01250,WH-West,2024-11-25,2024-11-27,5.0,1.0,1.0,Wrong Size
ORD-01251,WH-South,2024-02-07,2024-02-09,4.0,1.0,0.0,
ORD-01252,WH-South,2024-04-07,2024-04-12,8.0,0.0,0.0,
ORD-01253,WH-South,2024-02-06,2024-02-11,7.0,0.0,0.0,
ORD-01254,WH-South,2024-05-08,2024-05-13,7.0,0.0,0.0,
ORD-01255,WH-South,2024-06-22,2024-06-23,3.0,1.0,0.0,
ORD-01256,WH-North,2024-10-22,2024-10-26,5.0,1.0,1.0,Damaged
ORD-01257,WH-North,2024-09-14,2024-09-15,2.0,1.0,0.0,
ORD-01258,WH-West,2024-09-24,2024-10-01,9.0,0.0,,
ORD-01259,WH-South,2024-05-07,2024-05-12,7.0,0.0,0.0,
ORD-01260,WH-North,2024-11-25,2024-12-01,8.0,0.0,0.0,
ORD-01261,WH-North,2024-07-28,2024-07-31,6.0,0.0,0.0,
ORD-01262,WH-South,2024-12-27,2025-01-03,8.0,0.0,0.0,
ORD-01263,WH-North,2024-09-26,2024-09-29,6.0,0.0,0.0,
ORD-01264,WH-East,2024-02-09,2024-02-14,7.0,0.0,0.0,
ORD-01265,WH-North,2024-09-21,2024-09-23,3.0,1.0,0.0,
ORD-01266,WH-North,2024-05-04,2024-05-08,7.0,0.0,1.0,Damaged
ORD-01267,WH-South,2024-10-15,2024-10-22,8.0,0.0,0.0,
ORD-01268,WH-South,2024-01-26,2024-01-30,6.0,0.0,0.0,
ORD-01269,WH-West,2024-03-06,2024-03-09,5.0,1.0,0.0,
ORD-01270,WH-West,2024-11-20,2024-11-27,10.0,0.0,0.0,
ORD-01271,WH-South,2024-03-24,2024-03-31,10.0,0.0,0.0,
ORD-01272,WH-East,2024-11-17,2024-11-20,6.0,0.0,0.0,
ORD-01273,WH-East,2024-04-19,2024-04-20,4.0,1.0,0.0,
ORD-01274,WH-North,2024-09-16,2024-09-23,9.0,0.0,0.0,
ORD-01275,WH-East,2024-10-19,2024-10-22,6.0,0.0,0.0,
ORD-01276,WH-East,2024-07-27,2024-08-02,9.0,0.0,0.0,
ORD-01277,WH-South,2024-05-21,2024-05-25,5.0,1.0,0.0,
ORD-01278,WH-South,2024-03-30,2024-04-02,4.0,1.0,0.0,
ORD-01279,WH-South,2024-01-31,2024-02-03,6.0,0.0,0.0,
ORD-01280,WH-North,2024-05-11,2024-05-16,8.0,0.0,0.0,
ORD-01281,WH-West,2024-09-26,2024-09-29,5.0,1.0,0.0,
ORD-01282,WH-North,2024-12-06,2024-12-13,10.0,0.0,0.0,
ORD-01283,WH-South,2024-11-28,2024-11-29,4.0,1.0,0.0,
ORD-01284,WH-South,2024-10-21,2024-10-24,5.0,1.0,0.0,
ORD-01285,WH-South,2024-11-04,2024-11-07,6.0,0.0,0.0,
ORD-01286,WH-North,2024-09-04,2024-09-11,9.0,0.0,0.0,
ORD-01287,WH-North,2024-04-18,2024-04-19,4.0,1.0,0.0,
ORD-01288,WH-North,2024-12-25,2024-12-27,5.0,1.0,0.0,
ORD-01289,WH-North,2024-10-01,2024-10-03,5.0,1.0,0.0,
ORD-01290,WH-North,2024-08-13,2024-08-17,7.0,0.0,0.0,
ORD-01291,WH-North,2024-02-21,2024-02-26,8.0,0.0,0.0,
ORD-01292,WH-South,2024-06-24,2024-06-30,8.0,0.0,1.0,Changed Mind
ORD-01293,WH-West,2024-07-17,2024-07-24,10.0,,0.0,
ORD-01294,WH-East,2024-11-18,2024-11-22,5.0,1.0,0.0,
ORD-01295,WH-North,2024-08-29,2024-09-01,5.0,1.0,0.0,
ORD-01296,WH-East,2024-06-14,2024-06-16,3.0,1.0,0.0,
ORD-01297,WH-West,2024-12-03,2024-12-08,7.0,0.0,0.0,
ORD-01298,WH-East,2024-02-08,2024-02-14,9.0,0.0,0.0,
ORD-01299,WH-West,2024-06-29,2024-07-06,10.0,0.0,0.0,
ORD-01300,WH-East,2024-01-16,2024-01-20,7.0,0.0,0.0,
ORD-01301,WH-West,2024-10-30,2024-10-31,4.0,1.0,0.0,
ORD-01302,WH-West,2024-12-28,2024-12-31,6.0,0.0,0.0,
ORD-01303,WH-South,2024-04-17,2024-04-21,7.0,0.0,,
ORD-01304,WH-North,2024-11-25,2024-12-02,8.0,0.0,0.0,
ORD-01305,WH-West,2024-04-05,2024-04-09,6.0,0.0,0.0,
ORD-01306,WH-East,2024-12-16,2024-12-21,6.0,0.0,0.0,
ORD-01307,WH-South,2024-10-22,2024-10-26,7.0,0.0,0.0,
ORD-01308,WH-West,2024-11-18,2024-11-22,5.0,1.0,0.0,
ORD-01309,WH-North,2024-02-01,,4.0,1.0,0.0,
ORD-01310,WH-West,2024-12-04,2024-12-06,3.0,1.0,0.0,
ORD-01311,WH-North,2024-10-18,2024-10-21,5.0,1.0,1.0,Damaged
ORD-01312,WH-East,2024-06-03,2024-06-10,10.0,0.0,0.0,
ORD-01313,WH-North,2024-11-16,2024-11-21,7.0,0.0,0.0,
ORD-01314,,2024-04-13,2024-04-17,5.0,1.0,,
ORD-01315,WH-East,2024-11-30,2024-12-02,4.0,1.0,0.0,
ORD-01316,WH-West,2024-02-13,2024-02-15,3.0,1.0,0.0,
ORD-01317,WH-West,2024-10-31,2024-11-04,6.0,0.0,0.0,
ORD-01318,WH-West,2024-08-12,,4.0,1.0,0.0,
ORD-01319,WH-West,2024-02-18,2024-02-25,8.0,0.0,0.0,
ORD-01320,WH-North,2024-04-11,2024-04-13,5.0,1.0,0.0,
ORD-01321,WH-North,2024-01-18,2024-01-22,5.0,1.0,0.0,
ORD-01322,WH-West,2024-07-24,2024-07-25,4.0,1.0,0.0,
ORD-01323,,2024-04-27,2024-05-01,6.0,0.0,0.0,
ORD-01324,WH-North,2024-08-26,2024-09-02,10.0,0.0,0.0,
ORD-01325,WH-North,2024-04-22,2024-04-24,4.0,1.0,1.0,Defective
ORD-01326,WH-West,2024-04-14,2024-04-18,7.0,0.0,1.0,Changed Mind
ORD-01327,WH-East,2024-10-26,2024-10-28,3.0,1.0,0.0,
ORD-01328,WH-North,2024-01-28,2024-02-03,9.0,0.0,0.0,
ORD-01329,WH-West,2024-12-03,2024-12-08,6.0,0.0,0.0,
ORD-01330,WH-North,2024-11-12,2024-11-13,3.0,1.0,0.0,
ORD-01331,WH-North,2024-09-13,2024-09-15,5.0,1.0,0.0,
ORD-01332,WH-East,2024-08-12,2024-08-15,4.0,1.0,0.0,
ORD-01333,WH-South,2024-11-29,2024-12-04,6.0,0.0,0.0,
ORD-01334,WH-South,2024-03-08,2024-03-09,3.0,1.0,0.0,
ORD-01335,WH-West,2024-02-06,2024-02-13,9.0,0.0,0.0,
ORD-01336,WH-North,2024-04-25,2024-05-02,8.0,0.0,0.0,
ORD-01337,WH-East,2024-11-15,2024-11-21,9.0,0.0,0.0,
ORD-01338,WH-North,2024-01-14,2024-01-17,6.0,0.0,0.0,
ORD-01339,WH-South,2024-08-26,2024-08-28,5.0,1.0,0.0,
ORD-01340,WH-West,2024-12-24,2024-12-31,8.0,0.0,0.0,
