OrderID,CustomerID,OrderDate,Channel,Status
ORD-00964,CUST-0128,2024-03-09,Online,Delivered
ORD-00965,CUST-0368,2024-02-07,Marketplace,Returned
ORD-00966,CUST-0117,2024-10-10,Online,Delivered
ORD-00967,CUST-0132,2024-11-16,Online,Delivered
ORD-00968,CUST-0289,2024-03-12,Online,Delivered
ORD-00969,CUST-0206,2024-07-25,Marketplace,Delivered
ORD-00970,CUST-0236,2024-11-07,Online,Delivered
ORD-00971,CUST-0042,2024-10-18,Online,Delivered
ORD-00972,CUST-0160,2024-08-15,Online,Delivered
ORD-00973,CUST-0252,2024-08-06,InStore,Delivered
ORD-00974,CUST-0179,2024-07-26,Online,Delivered
ORD-00975,CUST-0125,2024-04-12,Marketplace,Delivered
ORD-00976,CUST-0260,2024-08-11,Marketplace,Returned
ORD-00977,CUST-0276,2024-10-20,Marketplace,Delivered
ORD-00978,CUST-0213,2024-11-03,InStore,Delivered
ORD-00979,CUST-0451,2024-09-02,Online,Delivered
ORD-00980,CUST-0473,2024-10-06,Online,Delivered
ORD-00981,CUST-0324,2024-03-24,Online,Returned
ORD-00982,CUST-0190,2024-07-22,Marketplace,Delivered
ORD-00983,CUST-0058,2024-01-25,Online,Pending
ORD-00984,CUST-0431,2024-04-30,Online,Delivered
ORD-00985,CUST-0203,2024-10-05,Marketplace,Pending
ORD-00986,CUST-0080,2024-12-18,Marketplace,Delivered
ORD-00987,CUST-0443,2024-02-16,Online,Delivered
ORD-00988,CUST-0228,2024-06-08,Marketplace,Delivered
ORD-00989,CUST-0390,2024-11-25,Marketplace,Delivered
ORD-00990,CUST-0095,2024-03-30,Online,Delivered
ORD-00991,CUST-0424,2024-08-26,Online,Delivered
ORD-00992,CUST-0461,2024-10-20,Marketplace,Delivered
ORD-00993,CUST-0407,2024-09-22,Marketplace,Pending
ORD-00994,CUST-0436,2024-03-31,Online,Delivered
ORD-00995,CUST-0004,2024-05-11,Online,Delivered
ORD-00996,CUST-0165,2024-10-10,Marketplace,Pending
ORD-00997,CUST-0426,2024-08-24,InStore,Returned
ORD-00998,CUST-0485,2024-01-25,,Delivered
ORD-00999,CUST-0300,2024-10-12,Online,Delivered
ORD-01000,CUST-0481,2024-01-21,Online,Delivered
ORD-01001,CUST-0381,2024-10-28,InStore,Delivered
ORD-01002,CUST-0042,2024-03-06,Online,Delivered
ORD-01003,CUST-0285,2024-12-27,InStore,Returned
ORD-01004,CUST-0229,2024-05-20,InStore,Delivered
ORD-01005,CUST-0403,2024-05-05,Online,Delivered
ORD-01006,CUST-0243,2024-02-23,InStore,Pending
ORD-01007,CUST-0212,2024-05-09,Online,Delivered
ORD-01008,CUST-0416,2024-11-26,Marketplace,Delivered
ORD-01009,CUST-0300,2024-12-27,Online,Delivered
ORD-01010,CUST-0055,2024-05-29,Online,Delivered
ORD-01011,CUST-0336,2024-06-16,Marketplace,Delivered
ORD-01012,CUST-0389,2024-10-22,Marketplace,Delivered
ORD-01013,CUST-0369,2024-11-14,Online,
ORD-01014,CUST-0430,2024-08-22,Marketplace,Delivered
ORD-01015,CUST-0460,2024-06-08,Online,Delivered
ORD-01016,CUST-0173,2024-06-27,Online,Delivered
ORD-01017,CUST-0277,2024-10-20,Online,Delivered
ORD-01018,CUST-0334,2024-01-19,Online,Delivered
ORD-01019,CUST-0229,2024-09-14,Online,Delivered
ORD-01020,CUST-0406,2024-05-07,Online,Delivered
ORD-01021,CUST-0030,2024-11-05,Online,Delivered
ORD-01022,CUST-0023,2024-02-18,Online,Delivered
ORD-01023,CUST-0005,2024-08-02,Online,Delivered
ORD-01024,CUST-0063,2024-07-11,InStore,Delivered
ORD-01025,CUST-0221,2024-09-22,Online,Delivered
ORD-01026,CUST-0315,2024-01-08,InStore,Delivered
ORD-01027,CUST-0478,2024-08-01,Marketplace,Delivered
ORD-01028,CUST-0082,2024-08-31,Marketplace,Returned
ORD-01029,CUST-0494,2024-08-27,Marketplace,Delivered
ORD-01030,CUST-0242,2024-08-22,Marketplace,Delivered
ORD-01031,CUST-0253,2024-09-12,Online,Delivered
ORD-01032,CUST-0052,2024-11-02,Marketplace,Delivered
ORD-01033,CUST-0321,2024-04-18,Marketplace,Delivered
ORD-01034,CUST-0039,2024-11-07,Marketplace,Delivered
ORD-01035,CUST-0465,2024-07-26,Marketplace,Delivered
ORD-01036,CUST-0259,2024-02-17,Online,Delivered
ORD-01037,CUST-0426,2024-01-22,Marketplace,Delivered
ORD-01038,CUST-0327,2024-05-30,Marketplace,Returned
ORD-01039,CUST-0411,2024-10-23,Online,Delivered
ORD-01040,CUST-0412,2024-10-14,Online,Delivered
ORD-01041,CUST-0492,2024-11-24,Marketplace,Pending
ORD-01042,CUST-0438,2024-07-07,InStore,
ORD-01043,CUST-0479,2024-06-22,Online,Delivered
ORD-01044,CUST-0271,2024-02-25,Marketplace,Delivered
ORD-01045,CUST-0437,2024-05-29,,Delivered
ORD-01046,CUST-0496,2024-06-03,Online,Pending
ORD-01047,CUST-0072,2024-02-27,Online,Delivered
ORD-01048,CUST-0070,2024-03-06,Online,Returned
ORD-01049,CUST-0220,2024-08-20,Online,Delivered
ORD-01050,CUST-0004,2024-10-02,Online,Delivered
ORD-01051,CUST-0350,2024-12-17,Marketplace,Pending
ORD-01052,CUST-0491,2024-12-12,Marketplace,Delivered
ORD-01053,CUST-0401,2024-09-12,Online,Delivered
ORD-01054,CUST-0290,2024-06-30,Online,Delivered
ORD-01055,CUST-0380,2024-09-17,Online,Delivered
ORD-01056,CUST-0390,2024-10-27,Marketplace,Delivered
ORD-01057,CUST-0292,2024-02-10,Online,Delivered
ORD-01058,CUST-0355,2024-06-03,Online,Delivered
ORD-01059,CUST-0231,2024-11-20,InStore,Delivered
ORD-01060,CUST-0423,2024-06-18,Marketplace,Delivered
ORD-01061,CUST-0080,2024-08-13,Online,Pending
ORD-01062,CUST-0066,2024-08-12,Online,Delivered
ORD-01063,CUST-0136,2024-03-27,Online,Delivered
ORD-01064,CUST-0399,2024-05-27,Marketplace,Delivered
ORD-01065,CUST-0191,2024-05-30,Marketplace,Delivered
ORD-01066,CUST-0347,2024-01-27,Online,Pending
ORD-01067,CUST-0336,2024-01-17,Marketplace,Returned
ORD-01068,CUST-0449,2024-11-04,Online,Delivered
ORD-01069,CUST-0059,2024-04-23,Online,Delivered
ORD-01070,CUST-0266,2024-07-10,Online,Returned
ORD-01071,CUST-0007,2024-04-11,Online,Pending
ORD-01072,CUST-0368,2024-12-06,Online,Pending
ORD-01073,CUST-0202,2024-04-06,Online,
ORD-01074,CUST-0332,2024-06-27,Online,Pending
ORD-01075,CUST-0465,2024-11-09,Online,Delivered
ORD-01076,CUST-0237,2024-11-30,Marketplace,Delivered
ORD-01077,CUST-0268,2024-03-15,Online,Delivered
ORD-01078,CUST-0079,2024-11-02,Online,Delivered
ORD-01079,CUST-0046,2024-07-04,Marketplace,Delivered
ORD-01080,CUST-0243,2024-07-05,Marketplace,Returned
ORD-01081,CUST-0288,2024-02-17,Marketplace,Delivered
ORD-01082,CUST-0160,2024-02-08,Online,Delivered
ORD-01083,CUST-0115,2024-10-08,Online,Delivered
ORD-01084,CUST-0474,2024-07-22,Marketplace,Delivered
ORD-01085,CUST-0462,2024-06-12,Marketplace,Delivered
ORD-01086,CUST-0114,2024-10-21,Online,Returned
ORD-01087,CUST-0126,2024-10-08,InStore,Delivered
ORD-01088,CUST-0090,2024-03-19,Online,Delivered
ORD-01089,CUST-0061,2024-09-03,InStore,Delivered
ORD-01090,CUST-0453,2024-02-18,InStore,Returned
ORD-01091,CUST-0500,2024-10-21,Marketplace,Delivered
ORD-01092,CUST-0317,2024-09-19,InStore,Delivered
ORD-01093,CUST-0102,2024-12-19,Marketplace,Delivered
ORD-01094,CUST-0114,2024-01-15,Online,Delivered
ORD-01095,CUST-0174,2024-01-06,Online,Returned
ORD-01096,CUST-0452,2024-04-16,Online,Delivered
ORD-01097,CUST-0092,2024-04-08,Online,Delivered
ORD-01098,CUST-0183,2024-04-16,Marketplace,Returned
ORD-01099,CUST-0385,2024-12-18,Online,Delivered
ORD-01100,CUST-0205,2024-04-20,Online,Delivered
ORD-01101,CUST-0363,2024-04-16,,Delivered
ORD-01102,CUST-0195,2024-10-11,InStore,Delivered
ORD-01103,CUST-0305,2024-06-07,Online,Delivered
ORD-01104,CUST-0498,2024-10-17,Online,Delivered
ORD-01105,CUST-0025,2024-01-17,Online,Returned
ORD-01106,CUST-0234,2024-07-12,Marketplace,Delivered
ORD-01107,CUST-0016,2024-01-13,Online,Delivered
ORD-01108,CUST-0469,2024-01-10,Marketplace,Delivered
ORD-01109,CUST-0141,2024-12-07,Online,Delivered
ORD-01110,CUST-0436,2024-02-14,Online,Delivered
ORD-01111,CUST-0108,2024-08-23,InStore,Delivered
ORD-01112,CUST-0420,2024-06-01,Online,Delivered
ORD-01113,CUST-0456,2024-05-17,Online,Delivered
ORD-01114,CUST-0300,2024-12-04,Online,Delivered
ORD-01115,CUST-0339,2024-01-21,Online,Delivered
ORD-01116,CUST-0303,2024-09-05,Marketplace,Delivered
ORD-01117,CUST-0380,2024-12-20,Online,Delivered
ORD-01118,CUST-0080,2024-08-24,Online,Delivered
ORD-01119,CUST-0076,2024-12-23,Online,Delivered
ORD-01120,CUST-0276,2024-01-25,Marketplace,
ORD-01121,CUST-0402,2024-06-07,Marketplace,Returned
ORD-01122,CUST-0438,2024-04-10,Marketplace,Delivered
ORD-01123,CUST-0268,2024-10-17,Marketplace,Returned
ORD-01124,CUST-0112,2024-12-29,Online,Delivered
ORD-01125,CUST-0409,2024-04-30,Online,Delivered
ORD-01126,CUST-0316,2024-09-07,Online,Delivered
ORD-01127,CUST-0500,2024-03-01,Online,Delivered
ORD-01128,CUST-0075,2024-08-07,Online,
ORD-01129,CUST-0214,2024-07-26,Marketplace,Delivered
ORD-01130,CUST-0500,2024-12-24,Marketplace,Returned
ORD-01131,CUST-0366,2024-09-11,InStore,Delivered
ORD-01132,CUST-0034,2024-05-09,Online,Delivered
ORD-01133,CUST-0141,2024-02-12,Marketplace,Delivered
ORD-01134,CUST-0494,2024-02-03,Marketplace,Pending
ORD-01135,CUST-0166,2024-03-31,Marketplace,Returned
ORD-01136,CUST-0396,2024-04-04,Online,Delivered
ORD-01137,CUST-0231,2024-11-04,Online,Delivered
ORD-01138,CUST-0292,2024-08-28,Online,Delivered
ORD-01139,CUST-0028,2024-07-25,Online,Delivered
ORD-01140,CUST-0475,2024-02-13,Marketplace,Delivered
ORD-01141,CUST-0295,2024-11-23,Online,Delivered
ORD-01142,CUST-0333,2024-10-19,Online,Delivered
ORD-01143,CUST-0427,2024-01-10,Marketplace,Delivered
ORD-01144,CUST-0360,2024-10-05,Marketplace,Delivered
ORD-01145,CUST-0091,2024-08-07,Online,Delivered
ORD-01146,CUST-0115,2024-02-24,Marketplace,Returned
ORD-01147,CUST-0159,2024-07-16,Online,Delivered
ORD-01148,CUST-0258,2024-07-01,Online,Delivered
ORD-01149,CUST-0373,2024-03-12,Online,Delivered
ORD-01150,CUST-0338,2024-12-02,Marketplace,Delivered
ORD-01151,CUST-0090,2024-11-07,InStore,Delivered
ORD-01152,CUST-0245,2024-09-11,Online,Delivered
ORD-01153,CUST-0298,2024-07-31,Marketplace,Delivered
ORD-01154,CUST-0031,2024-06-29,Online,Returned
ORD-01155,CUST-0317,2024-09-30,Marketplace,Delivered
ORD-01156,CUST-0358,2024-08-13,Online,Delivered
ORD-01157,CUST-0312,2024-01-31,Online,Delivered
ORD-01158,CUST-0470,2024-07-02,,Delivered
ORD-01159,CUST-0228,2024-11-07,Marketplace,
ORD-01160,CUST-0339,2024-07-15,Online,Delivered
ORD-01161,CUST-0128,2024-01-25,Online,Delivered
ORD-01162,CUST-0270,2024-10-11,Online,Delivered
ORD-01163,CUST-0270,2024-03-02,Online,Pending
ORD-01164,CUST-0498,2024-04-07,Marketplace,Delivered
ORD-01165,CUST-0413,2024-03-04,InStore,Returned
ORD-01166,CUST-0209,2024-05-11,Online,Delivered
ORD-01167,CUST-0178,2024-10-29,Online,Returned
ORD-01168,CUST-0306,2024-07-02,Marketplace,Delivered
ORD-01169,CUST-0191,2024-03-29,Online,Delivered
ORD-01170,CUST-0357,2024-11-16,Marketplace,Delivered
ORD-01171,CUST-0457,2024-11-07,Online,Delivered
ORD-01172,CUST-0449,2024-11-13,Marketplace,Delivered
ORD-01173,CUST-0068,2024-04-05,Marketplace,Delivered
ORD-01174,CUST-0327,2024-06-17,Marketplace,Delivered
ORD-01175,CUST-0267,2024-12-21,Marketplace,Pending
ORD-01176,CUST-0270,2024-10-12,Online,Delivered
ORD-01177,CUST-0362,2024-01-28,Marketplace,Delivered
ORD-01178,CUST-0467,2024-01-19,Marketplace,Delivered
ORD-01179,CUST-0360,2024-07-07,Online,Returned
ORD-01180,CUST-0387,2024-12-06,Online,Delivered
ORD-01181,CUST-0128,2024-08-08,Online,Delivered
ORD-01182,CUST-0264,2024-07-13,Online,Delivered
ORD-01183,CUST-0221,2024-02-05,Online,Delivered
ORD-01184,CUST-0242,2024-09-02,Marketplace,Delivered
ORD-01185,CUST-0485,2024-11-09,Online,Delivered
ORD-01186,CUST-0244,2024-06-30,InStore,Delivered
ORD-01187,CUST-0427,2024-10-11,Online,Delivered
ORD-01188,CUST-0393,2024-12-24,Online,Delivered
ORD-01189,CUST-0019,2024-03-06,Online,Delivered
ORD-01190,CUST-0396,2024-07-29,Online,Delivered
ORD-01191,CUST-0155,2024-04-26,Online,Pending
ORD-01192,CUST-0229,2024-11-07,Online,Returned
ORD-01193,CUST-0368,2024-08-25,Online,Delivered
ORD-01194,CUST-0058,2024-09-07,Marketplace,Delivered
ORD-01195,CUST-0281,2024-11-19,Marketplace,Delivered
ORD-01196,CUST-0045,2024-06-06,Online,Delivered
ORD-01197,CUST-0102,2024-12-11,Marketplace,Delivered
ORD-01198,CUST-0048,2024-08-29,Marketplace,Delivered
ORD-01199,CUST-0050,2024-03-11,Online,Returned
ORD-01200,CUST-0081,2024-10-07,InStore,Returned
ORD-01201,CUST-0300,2024-11-02,Marketplace,Delivered
ORD-01202,CUST-0059,2024-05-19,Online,Delivered
ORD-01203,CUST-0161,2024-11-04,Online,Pending
ORD-01204,CUST-0103,2024-12-26,Online,Pending
ORD-01205,CUST-0334,2024-04-06,Online,Pending
ORD-01206,CUST-0412,2024-12-17,Marketplace,Delivered
ORD-01207,CUST-0274,2024-02-25,Online,Delivered
ORD-01208,CUST-0183,2024-03-05,Marketplace,Delivered
ORD-01209,CUST-0417,2024-03-29,Marketplace,Delivered
ORD-01210,CUST-0116,2024-12-28,Marketplace,Delivered
ORD-01211,CUST-0362,2024-09-30,Marketplace,Delivered
ORD-01212,CUST-0399,2024-03-07,Online,Returned
ORD-01213,CUST-0445,2024-06-09,Online,Returned
ORD-01214,CUST-0267,2024-09-25,Marketplace,Delivered
ORD-01215,CUST-0164,2024-02-01,Online,Returned
ORD-01216,CUST-0143,2024-11-01,Online,Delivered
ORD-01217,CUST-0437,2024-11-19,InStore,Returned
ORD-01218,CUST-0318,2024-07-06,Marketplace,Delivered
ORD-01219,CUST-0304,2024-12-18,Online,Delivered
ORD-01220,CUST-0094,2024-06-10,Marketplace,Delivered
ORD-01221,CUST-0250,2024-12-28,,Delivered
ORD-01222,CUST-0399,2024-09-11,Online,Delivered
ORD-01223,CUST-0447,2024-09-01,Online,Delivered
ORD-01224,CUST-0497,2024-03-01,InStore,Pending
ORD-01225,CUST-0343,2024-11-13,Online,Delivered
ORD-01226,CUST-0427,2024-06-05,Online,Delivered
ORD-01227,CUST-0306,2024-03-20,Online,Delivered
ORD-01228,CUST-0316,2024-01-01,Marketplace,Delivered
ORD-01229,CUST-0240,2024-08-20,Online,Delivered
ORD-01230,CUST-0059,2024-07-03,Online,Delivered
ORD-01231,CUST-0015,2024-10-18,Online,Delivered
ORD-01232,CUST-0285,2024-11-09,InStore,Delivered
ORD-01233,CUST-0203,2024-02-14,Online,Delivered
ORD-01234,CUST-0237,2024-10-31,Marketplace,Delivered
ORD-01235,CUST-0466,2024-03-27,InStore,Delivered
ORD-01236,CUST-0296,2024-11-17,Online,Returned
ORD-01237,CUST-0287,2024-11-23,InStore,Delivered
ORD-01238,CUST-0073,2024-08-14,InStore,Delivered
ORD-01239,CUST-0214,2024-10-29,InStore,Pending
ORD-01240,CUST-0011,2024-05-04,Online,Delivered
ORD-01241,CUST-0337,2024-07-05,Marketplace,Delivered
ORD-01242,CUST-0225,2024-11-26,Marketplace,Pending
ORD-01243,CUST-0318,2024-07-21,InStore,Delivered
ORD-01244,CUST-0203,2024-05-17,Online,Delivered
ORD-01245,CUST-0231,2024-07-22,Marketplace,Returned
ORD-01246,CUST-0392,2024-11-29,Online,Returned
ORD-01247,CUST-0051,2024-05-25,Online,Delivered
ORD-01248,CUST-0057,2024-03-02,Online,Delivered
ORD-01249,CUST-0132,2024-10-23,Marketplace,Returned
ORD-01250,CUST-0420,2024-11-22,Online,Delivered
ORD-01251,CUST-0403,2024-02-05,Marketplace,Delivered
ORD-01252,CUST-0280,2024-04-04,InStore,Delivered
ORD-01253,CUST-0297,2024-02-04,Online,Delivered
ORD-01254,CUST-0305,2024-05-06,Marketplace,Returned
ORD-01255,CUST-0466,2024-06-20,Online,Returned
ORD-01256,CUST-0225,2024-10-21,Online,Pending
ORD-01257,CUST-0174,2024-09-13,Marketplace,Returned
ORD-01258,CUST-0292,2024-09-22,InStore,Delivered
ORD-01259,CUST-0266,2024-05-05,Marketplace,Delivered
ORD-01260,CUST-0247,2024-11-23,Marketplace,Delivered
ORD-01261,CUST-0078,2024-07-25,Online,Delivered
ORD-01262,CUST-0135,2024-12-26,Online,Delivered
ORD-01263,CUST-0140,2024-09-23,Marketplace,Delivered
ORD-01264,CUST-0342,2024-02-07,Online,Pending
ORD-01265,CUST-0253,2024-09-20,Online,Delivered
ORD-01266,CUST-0475,2024-05-01,Marketplace,Delivered
ORD-01267,CUST-0176,2024-10-14,Online,Delivered
ORD-01268,CUST-0421,2024-01-24,Online,Delivered
ORD-01269,CUST-0459,2024-03-04,Marketplace,Delivered
ORD-01270,CUST-0420,2024-11-17,Marketplace,Returned
ORD-01271,CUST-0060,2024-03-21,InStore,Delivered
ORD-01272,CUST-0461,2024-11-14,Marketplace,Delivered
ORD-01273,CUST-0352,2024-04-16,Online,Delivered
ORD-01274,CUST-0254,2024-09-14,InStore,Delivered
ORD-01275,CUST-0008,2024-10-16,Marketplace,Pending
ORD-01276,CUST-0391,2024-07-24,Online,Returned
ORD-01277,CUST-0107,2024-05-20,Online,Pending
ORD-01278,CUST-0171,2024-03-29,Marketplace,Delivered
ORD-01279,CUST-0058,2024-01-28,Marketplace,Delivered
ORD-01280,CUST-0337,2024-05-08,Marketplace,Delivered
ORD-01281,CUST-0342,2024-09-24,Marketplace,Delivered
ORD-01282,CUST-0430,2024-12-03,Marketplace,Returned
ORD-01283,CUST-0290,2024-11-25,InStore,Delivered
ORD-01284,CUST-0084,2024-10-19,Marketplace,Pending
ORD-01285,CUST-0117,2024-11-01,Online,Delivered
ORD-01286,CUST-0200,2024-09-02,Marketplace,Delivered
ORD-01287,CUST-0022,2024-04-15,Online,Delivered
ORD-01288,CUST-0219,2024-12-22,Marketplace,Delivered
ORD-01289,CUST-0226,2024-09-28,InStore,Delivered
ORD-01290,CUST-0405,2024-08-10,Marketplace,Delivered
ORD-01291,CUST-0271,2024-02-18,Marketplace,Delivered
ORD-01292,CUST-0389,2024-06-22,Online,Delivered
ORD-01293,CUST-0102,2024-07-14,Online,Delivered
ORD-01294,CUST-0145,2024-11-17,Online,Delivered
ORD-01295,CUST-0456,2024-08-27,Marketplace,Delivered
ORD-01296,CUST-0147,2024-06-13,Marketplace,Delivered
ORD-01297,CUST-0261,2024-12-01,Marketplace,Delivered
ORD-01298,CUST-0279,2024-02-05,Online,Delivered
ORD-01299,CUST-0339,2024-06-26,Online,Delivered
ORD-01300,CUST-0014,2024-01-13,Marketplace,Delivered
ORD-01301,CUST-0266,2024-10-27,Online,Delivered
ORD-01302,CUST-0287,2024-12-25,Marketplace,Delivered
ORD-01303,CUST-0141,2024-04-14,Marketplace,Delivered
ORD-01304,CUST-0383,2024-11-24,Marketplace,Returned
ORD-01305,CUST-0406,2024-04-03,Online,Delivered
ORD-01306,CUST-0293,2024-12-15,InStore,Delivered
ORD-01307,CUST-0423,2024-10-19,Online,Returned
ORD-01308,CUST-0394,2024-11-17,InStore,Delivered
ORD-01309,CUST-0031,2024-01-30,Online,Delivered
ORD-01310,CUST-0171,2024-12-03,Online,Delivered
ORD-01311,CUST-0355,2024-10-16,InStore,Delivered
ORD-01312,CUST-0205,2024-05-31,Online,Delivered
ORD-01313,CUST-0478,2024-11-14,Marketplace,Delivered
ORD-01314,CUST-0482,2024-04-12,,Delivered
ORD-01315,CUST-0420,2024-11-28,InStore,Delivered
ORD-01316,CUST-0291,2024-02-12,InStore,Delivered
ORD-01317,CUST-0111,2024-10-29,Online,Delivered
ORD-01318,CUST-0068,2024-08-11,Marketplace,Delivered
ORD-01319,CUST-0183,2024-02-17,Online,Delivered
ORD-01320,CUST-0373,2024-04-08,Online,Delivered
ORD-01321,CUST-0196,2024-01-17,Marketplace,Delivered
ORD-01322,CUST-0126,2024-07-21,Online,Pending
ORD-01323,CUST-0175,2024-04-25,,Delivered
ORD-01324,CUST-0262,2024-08-23,Marketplace,Delivered
ORD-01325,CUST-0375,2024-04-20,Marketplace,Returned
ORD-01326,CUST-0412,2024-04-11,InStore,Delivered
ORD-01327,CUST-0286,2024-10-25,Online,Delivered
ORD-01328,CUST-0155,2024-01-25,Marketplace,Delivered
ORD-01329,CUST-0069,2024-12-02,InStore,Delivered
ORD-01330,CUST-0108,2024-11-10,Online,Returned
ORD-01331,CUST-0423,2024-09-10,Online,Delivered
ORD-01332,CUST-0035,2024-08-11,Marketplace,Delivered
ORD-01333,CUST-0359,2024-11-28,Online,Delivered
ORD-01334,CUST-0044,2024-03-06,Online,Returned
ORD-01335,CUST-0143,2024-02-04,Marketplace,Delivered
ORD-01336,CUST-0211,2024-04-24,Marketplace,Delivered
ORD-01337,CUST-0478,2024-11-12,InStore,Delivered
ORD-01338,CUST-0486,2024-01-11,Marketplace,Delivered
ORD-01339,CUST-0416,2024-08-23,Marketplace,Delivered
ORD-01340,CUST-0488,2024-12-23,Online,Delivered
ORD-01341,CUST-0285,2024-11-27,Online,Delivered
ORD-01342,CUST-0447,2024-07-26,Online,Delivered
ORD-01343,CUST-0006,2024-01-25,InStore,Delivered
ORD-01344,CUST-0218,2024-11-13,Online,Delivered
ORD-01345,CUST-0027,2024-08-05,Online,Delivered
ORD-01346,CUST-0227,2024-02-06,Marketplace,Delivered
ORD-01347,CUST-0284,2024-02-01,Online,Delivered
ORD-01348,CUST-0389,2024-12-06,Online,Delivered
ORD-01349,CUST-0425,2024-09-18,Marketplace,Delivered
ORD-01350,CUST-0056,2024-11-22,Online,Delivered
ORD-01351,CUST-0368,2024-11-09,Online,Delivered
ORD-01352,CUST-0310,2024-08-24,Online,Pending
ORD-01353,CUST-0336,2024-07-25,Marketplace,Delivered
ORD-01354,CUST-0105,2024-06-29,Marketplace,Delivered
ORD-01355,CUST-0018,2024-05-15,Online,Returned
ORD-01356,CUST-0205,2024-06-26,Marketplace,Delivered
ORD-01357,CUST-0043,2024-10-08,Online,Delivered
ORD-01358,CUST-0089,2024-08-19,InStore,Delivered
ORD-01359,CUST-0074,2024-11-24,Online,Delivered
ORD-01360,CUST-0157,2024-06-16,Marketplace,Returned
ORD-01361,CUST-0266,2024-09-06,InStore,Delivered
ORD-01362,CUST-0134,2024-09-29,Marketplace,Delivered
ORD-01363,CUST-0464,2024-08-06,Online,Pending
ORD-01364,CUST-0089,2024-10-22,Online,Pending
ORD-01365,CUST-0236,2024-04-03,Marketplace,Delivered
ORD-01366,CUST-0132,2024-07-10,Online,Delivered
ORD-01367,CUST-0229,2024-02-01,Marketplace,Delivered
ORD-01368,CUST-0034,2024-06-28,Marketplace,Delivered
ORD-01369,CUST-0083,2024-07-14,Marketplace,Delivered
ORD-01370,CUST-0417,2024-09-04,Online,Delivered
ORD-01371,CUST-0132,2024-12-26,Marketplace,Delivered
ORD-01372,CUST-0428,2024-08-12,Marketplace,Delivered
ORD-01373,CUST-0354,2024-10-06,Marketplace,Delivered
ORD-01374,CUST-0204,2024-07-11,Online,Delivered
ORD-01375,CUST-0287,2024-09-12,Online,Delivered
ORD-01376,CUST-0336,2024-01-10,Online,Delivered
ORD-01377,CUST-0450,2024-04-18,Online,Delivered
ORD-01378,CUST-0497,2024-05-07,Marketplace,Delivered
ORD-01379,CUST-0442,2024-07-07,InStore,Delivered
ORD-01380,CUST-0316,2024-01-11,Online,Returned
ORD-01381,CUST-0258,2024-02-04,Marketplace,Delivered
ORD-01382,CUST-0292,2024-04-20,Online,Delivered
ORD-01383,CUST-0454,2024-12-31,Online,Delivered
ORD-01384,CUST-0125,2024-05-01,Online,Delivered
ORD-01385,CUST-0444,2024-07-13,Online,Delivered
ORD-01386,CUST-0151,2024-03-18,InStore,Delivered
ORD-01387,CUST-0359,2024-09-09,Online,Delivered
ORD-01388,CUST-0247,2024-04-26,Marketplace,Delivered
ORD-01389,CUST-0175,2024-03-24,Online,Delivered
ORD-01390,CUST-0372,2024-07-24,InStore,Delivered
ORD-01391,CUST-0492,2024-01-09,Online,Delivered
ORD-01392,CUST-0357,2024-01-31,Online,Delivered
ORD-01393,CUST-0302,2024-03-23,Online,Delivered
ORD-01394,CUST-0080,2024-01-29,Online,Delivered
ORD-01395,CUST-0107,2024-02-09,Online,Delivered
ORD-01396,CUST-0300,2024-05-10,InStore,Returned
ORD-01397,CUST-0403,2024-11-28,Marketplace,Pending
ORD-01398,CUST-0305,2024-08-02,Marketplace,Delivered
ORD-01399,CUST-0344,2024-07-06,Marketplace,Delivered
ORD-01400,CUST-0058,2024-04-15,Online,Delivered
ORD-01401,CUST-0091,2024-12-03,Online,Pending
ORD-01402,CUST-0135,2024-06-11,InStore,Delivered
ORD-01403,CUST-0350,2024-02-06,Marketplace,
ORD-01404,CUST-0169,2024-09-03,InStore,Delivered
ORD-01405,CUST-0334,2024-02-24,Marketplace,Delivered
ORD-01406,CUST-0122,2024-05-31,Online,Delivered
ORD-01407,CUST-0500,2024-07-11,Online,Delivered
ORD-01408,CUST-0236,2024-11-15,Online,Delivered
ORD-01409,CUST-0399,2024-07-13,Online,Delivered
ORD-01410,CUST-0076,2024-10-20,Online,Pending
ORD-01411,CUST-0309,2024-12-28,Online,
ORD-01412,CUST-0477,2024-02-10,Marketplace,Returned
ORD-01413,CUST-0023,2024-04-06,InStore,Delivered
ORD-01414,CUST-0333,2024-06-15,Marketplace,Delivered
ORD-01415,CUST-0073,2024-06-25,InStore,Delivered
ORD-01416,CUST-0088,2024-06-18,Online,Delivered
ORD-01417,CUST-0103,2024-12-18,Online,Delivered
ORD-01418,CUST-0094,2024-10-07,Marketplace,Delivered
ORD-01419,CUST-0449,2024-09-15,Online,Delivered
ORD-01420,CUST-0316,2024-05-18,Online,Pending
ORD-01421,CUST-0266,2024-11-18,Online,Delivered
ORD-01422,CUST-0253,2024-12-20,Online,Delivered
ORD-01423,CUST-0358,2024-11-09,Marketplace,Delivered
ORD-01424,CUST-0058,2024-01-24,Online,Delivered
ORD-01425,CUST-0431,2024-09-02,Marketplace,Delivered
ORD-01426,CUST-0399,2024-01-08,Marketplace,Delivered
ORD-01427,CUST-0009,2024-04-20,Online,Delivered
ORD-01428,CUST-0013,2024-01-02,Online,Delivered
ORD-01429,CUST-0407,2024-08-11,Online,Delivered
ORD-01430,CUST-0417,2024-10-26,Online,Delivered
