OrderID,ProductID,Quantity,UnitPrice,Discount
ORD-01425,PROD-028,4.0,1957.14,0.11
ORD-01425,PROD-043,3.0,2126.48,0.18
ORD-01426,PROD-002,5.0,2197.08,0.02
ORD-01427,PROD-012,3.0,2193.39,0.02
ORD-01428,PROD-048,4.0,1918.99,
ORD-01429,PROD-040,2.0,1885.79,0.13
ORD-01429,PROD-036,2.0,1412.12,0.16
ORD-01430,PROD-025,2.0,1531.21,0.15
ORD-01431,PROD-027,5.0,2195.93,0.02
ORD-01431,PROD-028,4.0,1957.14,0.05
ORD-01431,PROD-044,1.0,2377.7,0.13
ORD-01431,PROD-042,5.0,1627.03,0.06
ORD-01432,PROD-016,1.0,1238.94,0.2
ORD-01433,PROD-043,4.0,2126.48,0.11
ORD-01433,PROD-041,4.0,834.98,0.17
ORD-01433,PROD-032,5.0,2147.54,0.13
ORD-01434,PROD-035,3.0,808.36,0.14
ORD-01434,PROD-038,3.0,1552.78,0.13
ORD-01434,PROD-036,2.0,1412.12,0.08
ORD-01435,PROD-018,4.0,1330.11,0.16
ORD-01436,PROD-044,3.0,2377.7,0.1
ORD-01436,PROD-036,4.0,1412.12,0.07
ORD-01436,PROD-037,5.0,529.04,0.07
ORD-01436,PROD-008,1.0,3320.58,0.02
ORD-01437,PROD-014,1.0,959.11,0.17
ORD-01437,PROD-034,5.0,1513.79,0.15
ORD-01437,PROD-036,1.0,1412.12,0.16
ORD-01438,PROD-016,5.0,1238.94,0.17
ORD-01438,PROD-019,5.0,380.41,0.2
ORD-01439,PROD-032,5.0,2147.54,0.03
ORD-01440,PROD-040,3.0,1885.79,0.13
ORD-01440,PROD-039,2.0,1736.04,0.08
ORD-01440,PROD-026,4.0,,0.07
ORD-01441,PROD-040,4.0,1885.79,0.12
ORD-01441,PROD-002,2.0,2197.08,0.19
ORD-01441,PROD-045,2.0,750.97,0.19
ORD-01441,PROD-044,4.0,2377.7,0.17
ORD-01442,PROD-005,5.0,4513.55,0.19
ORD-01442,PROD-048,1.0,1918.99,0.11
ORD-01442,PROD-021,5.0,444.56,0.14
ORD-01442,PROD-038,1.0,1552.78,0.05
ORD-01443,PROD-015,5.0,447.57,0.08
ORD-01443,PROD-042,4.0,1627.03,0.03
ORD-01443,PROD-031,1.0,355.85,0.14
ORD-01443,PROD-023,3.0,1453.66,0.2
ORD-01444,PROD-047,4.0,328.6,0.15
ORD-01445,PROD-015,5.0,447.57,0.17
ORD-01445,PROD-032,1.0,2147.54,0.07
ORD-01445,PROD-044,4.0,2377.7,0.08
ORD-01446,PROD-002,3.0,2197.08,0.15
ORD-01446,PROD-005,5.0,4513.55,0.18
ORD-01446,PROD-014,2.0,959.11,0.11
ORD-01446,PROD-007,5.0,5483.53,0.04
ORD-01447,PROD-010,1.0,7853.25,0.14
ORD-01447,PROD-009,5.0,5981.22,0.12
ORD-01448,PROD-009,2.0,5981.22,0.1
ORD-01448,PROD-005,2.0,4513.55,0.06
ORD-01449,PROD-013,2.0,2493.12,0.1
ORD-01449,PROD-043,1.0,2126.48,0.01
ORD-01450,PROD-038,5.0,1552.78,0.11
ORD-01451,PROD-023,1.0,1453.66,0.14
ORD-01452,PROD-047,2.0,328.6,0.08
ORD-01453,PROD-026,,526.56,0.05
ORD-01453,PROD-005,4.0,4513.55,0.11
ORD-01453,PROD-034,2.0,1513.79,0.09
ORD-01454,PROD-035,4.0,808.36,0.19
ORD-01454,PROD-012,4.0,2193.39,0.02
ORD-01454,PROD-028,3.0,1957.14,0.19
ORD-01454,PROD-009,3.0,5981.22,0.05
ORD-01455,PROD-041,5.0,834.98,0.19
ORD-01456,PROD-050,4.0,2228.18,0.16
ORD-01456,PROD-031,2.0,355.85,0.04
ORD-01457,PROD-035,1.0,808.36,0.08
ORD-01458,PROD-040,3.0,1885.79,0.18
ORD-01458,PROD-004,1.0,5465.79,0.14
ORD-01459,PROD-017,3.0,2275.72,0.04
ORD-01459,PROD-009,5.0,5981.22,0.18
ORD-01460,PROD-046,3.0,1012.78,0.03
ORD-01460,PROD-028,2.0,1957.14,0.12
ORD-01460,PROD-023,5.0,1453.66,0.04
ORD-01460,PROD-013,2.0,2493.12,0.17
ORD-01461,PROD-045,5.0,750.97,0.09
ORD-01461,PROD-047,2.0,328.6,0.11
ORD-01461,PROD-031,2.0,355.85,0.0
ORD-01462,PROD-018,3.0,1330.11,0.06
ORD-01463,PROD-049,5.0,358.37,0.04
ORD-01464,PROD-015,3.0,447.57,
ORD-01464,PROD-029,1.0,895.64,0.05
ORD-01464,PROD-024,4.0,1358.39,
ORD-01464,PROD-006,4.0,3868.84,0.16
ORD-01465,PROD-029,3.0,895.64,0.03
ORD-01465,PROD-043,5.0,2126.48,0.14
ORD-01466,PROD-046,3.0,1012.78,0.17
ORD-01466,PROD-016,1.0,1238.94,0.1
ORD-01466,PROD-002,2.0,2197.08,0.2
ORD-01467,PROD-041,1.0,834.98,0.13
ORD-01467,PROD-023,3.0,1453.66,0.16
ORD-01467,PROD-012,2.0,2193.39,0.04
ORD-01467,PROD-050,5.0,2228.18,0.16
ORD-01468,PROD-045,1.0,750.97,0.19
ORD-01468,PROD-010,4.0,7853.25,0.07
ORD-01469,PROD-031,1.0,355.85,0.04
ORD-01470,PROD-043,1.0,2126.48,0.15
ORD-01470,PROD-021,1.0,444.56,0.15
ORD-01470,PROD-017,1.0,2275.72,0.13
ORD-01471,PROD-050,3.0,2228.18,0.05
ORD-01471,PROD-046,5.0,1012.78,0.07
ORD-01471,PROD-016,1.0,1238.94,0.04
ORD-01471,PROD-011,3.0,627.06,0.09
ORD-01472,PROD-004,2.0,5465.79,0.04
ORD-01473,PROD-048,1.0,1918.99,0.11
ORD-01473,PROD-007,2.0,5483.53,0.15
ORD-01474,PROD-032,4.0,2147.54,0.2
ORD-01474,PROD-039,4.0,1736.04,0.02
ORD-01474,PROD-031,3.0,355.85,0.0
ORD-01475,PROD-013,5.0,2493.12,0.12
ORD-01475,PROD-031,4.0,355.85,0.08
ORD-01476,PROD-010,4.0,7853.25,0.19
ORD-01476,PROD-017,2.0,2275.72,0.17
ORD-01476,PROD-044,3.0,2377.7,0.06
ORD-01477,PROD-034,5.0,1513.79,0.13
ORD-01478,PROD-004,3.0,5465.79,0.12
ORD-01479,PROD-039,1.0,1736.04,0.01
ORD-01479,PROD-020,2.0,2140.44,0.08
ORD-01479,PROD-047,5.0,328.6,0.16
ORD-01479,PROD-033,5.0,1749.63,0.16
ORD-01480,PROD-015,2.0,447.57,0.07
ORD-01480,PROD-039,1.0,1736.04,0.08
ORD-01481,PROD-047,3.0,328.6,0.15
ORD-01481,PROD-041,3.0,834.98,0.09
ORD-01482,PROD-050,2.0,2228.18,0.08
ORD-01483,PROD-013,5.0,2493.12,0.15
ORD-01483,PROD-043,5.0,2126.48,0.06
ORD-01483,PROD-030,3.0,1458.47,0.14
ORD-01483,PROD-019,1.0,380.41,0.19
ORD-01484,PROD-019,1.0,380.41,0.01
ORD-01484,PROD-017,1.0,2275.72,0.08
ORD-01484,PROD-039,3.0,1736.04,0.2
ORD-01484,PROD-008,5.0,3320.58,0.16
ORD-01485,PROD-042,1.0,1627.03,0.07
ORD-01485,PROD-016,4.0,1238.94,0.17
ORD-01485,PROD-040,5.0,1885.79,0.18
ORD-01485,PROD-021,1.0,444.56,0.04
ORD-01486,PROD-038,5.0,1552.78,0.1
ORD-01486,PROD-030,2.0,1458.47,0.01
ORD-01486,PROD-039,2.0,1736.04,0.1
ORD-01487,PROD-016,5.0,1238.94,0.0
ORD-01487,PROD-033,3.0,1749.63,0.03
ORD-01487,PROD-012,1.0,2193.39,0.18
ORD-01488,PROD-038,1.0,1552.78,0.01
ORD-01488,PROD-014,5.0,959.11,0.14
ORD-01488,PROD-045,1.0,750.97,0.19
ORD-01488,PROD-006,1.0,3868.84,0.01
ORD-01489,PROD-018,4.0,1330.11,0.16
ORD-01490,PROD-030,2.0,,0.02
ORD-01491,PROD-010,2.0,7853.25,0.01
ORD-01491,PROD-027,1.0,2195.93,0.06
ORD-01491,PROD-022,1.0,1870.93,0.14
ORD-01492,PROD-025,4.0,,0.13
ORD-01492,PROD-050,2.0,2228.18,
ORD-01493,PROD-011,5.0,627.06,0.08
ORD-01493,PROD-035,4.0,808.36,0.07
ORD-01493,PROD-049,2.0,358.37,0.14
ORD-01493,PROD-023,3.0,1453.66,0.18
ORD-01494,PROD-022,1.0,1870.93,0.05
ORD-01494,PROD-024,4.0,1358.39,0.13
ORD-01494,PROD-013,3.0,2493.12,0.15
ORD-01494,PROD-036,4.0,1412.12,0.12
ORD-01495,PROD-021,5.0,444.56,0.06
ORD-01495,PROD-050,3.0,2228.18,0.13
ORD-01495,PROD-032,1.0,2147.54,0.14
ORD-01496,PROD-046,4.0,1012.78,0.04
ORD-01496,PROD-037,4.0,529.04,0.16
ORD-01497,PROD-019,1.0,380.41,0.14
ORD-01497,PROD-006,4.0,3868.84,0.01
ORD-01498,PROD-019,4.0,380.41,0.16
ORD-01498,PROD-017,2.0,2275.72,0.09
ORD-01499,PROD-003,2.0,2845.14,0.17
ORD-01499,PROD-034,4.0,1513.79,0.11
ORD-01500,PROD-020,5.0,2140.44,0.13
ORD-01500,PROD-024,4.0,1358.39,0.05
ORD-01500,PROD-014,4.0,959.11,0.04
ORD-01501,PROD-030,2.0,1458.47,0.04
ORD-01501,PROD-049,4.0,358.37,0.1
ORD-01501,PROD-028,2.0,1957.14,0.06
ORD-01501,PROD-044,3.0,2377.7,0.16
ORD-01502,PROD-017,2.0,2275.72,0.13
ORD-01503,PROD-003,5.0,2845.14,0.08
ORD-01503,PROD-014,1.0,,0.03
ORD-01504,PROD-043,2.0,2126.48,0.13
ORD-01504,PROD-001,1.0,4713.31,0.11
ORD-01505,PROD-046,1.0,1012.78,0.17
ORD-01505,PROD-003,5.0,2845.14,0.07
ORD-01505,PROD-008,5.0,3320.58,0.09
ORD-01505,PROD-007,2.0,5483.53,0.1
ORD-01506,PROD-043,1.0,2126.48,0.16
ORD-01506,PROD-023,5.0,1453.66,0.02
ORD-01507,PROD-005,2.0,4513.55,0.12
ORD-01507,PROD-014,1.0,959.11,0.02
ORD-01508,PROD-006,2.0,3868.84,0.04
ORD-01508,PROD-041,4.0,834.98,0.12
ORD-01508,PROD-040,1.0,1885.79,0.06
ORD-01508,PROD-010,2.0,7853.25,0.04
ORD-01509,PROD-029,1.0,895.64,0.13
ORD-01509,PROD-016,1.0,1238.94,0.2
ORD-01509,PROD-003,3.0,2845.14,0.19
ORD-01510,PROD-050,1.0,2228.18,0.19
ORD-01511,PROD-004,4.0,5465.79,0.1
ORD-01511,PROD-042,3.0,1627.03,0.13
ORD-01511,PROD-015,3.0,447.57,0.06
ORD-01512,PROD-040,2.0,1885.79,0.11
ORD-01512,PROD-007,1.0,5483.53,
ORD-01513,PROD-028,4.0,1957.14,0.16
ORD-01514,PROD-037,2.0,529.04,0.19
ORD-01514,PROD-038,3.0,1552.78,0.07
ORD-01515,PROD-023,3.0,1453.66,0.18
ORD-01515,PROD-012,3.0,2193.39,0.19
ORD-01515,PROD-015,2.0,447.57,0.15
ORD-01515,PROD-041,5.0,834.98,0.17
ORD-01516,PROD-001,4.0,4713.31,0.09
ORD-01516,PROD-020,4.0,2140.44,0.05
ORD-01516,PROD-029,4.0,895.64,0.01
ORD-01516,PROD-025,3.0,1531.21,0.13
ORD-01517,PROD-009,1.0,5981.22,0.16
ORD-01517,PROD-005,3.0,4513.55,0.1
ORD-01517,PROD-020,5.0,2140.44,0.05
ORD-01517,PROD-044,4.0,2377.7,0.05
ORD-01518,PROD-042,1.0,1627.03,0.17
ORD-01518,PROD-018,3.0,1330.11,0.07
ORD-01518,PROD-005,4.0,4513.55,0.14
ORD-01518,PROD-001,3.0,4713.31,0.04
ORD-01519,PROD-034,2.0,1513.79,0.03
ORD-01520,PROD-043,3.0,2126.48,0.06
ORD-01521,PROD-011,1.0,627.06,0.11
ORD-01521,PROD-043,5.0,2126.48,0.0
ORD-01521,PROD-021,2.0,444.56,0.18
ORD-01521,PROD-042,4.0,1627.03,0.05
ORD-01522,PROD-046,3.0,1012.78,
ORD-01522,PROD-047,1.0,328.6,0.0
ORD-01523,PROD-018,4.0,1330.11,0.07
ORD-01524,PROD-032,4.0,2147.54,0.05
ORD-01524,PROD-045,4.0,750.97,0.09
ORD-01525,PROD-005,2.0,4513.55,0.05
ORD-01525,PROD-043,5.0,2126.48,0.05
ORD-01525,PROD-008,1.0,3320.58,0.09
ORD-01526,PROD-041,4.0,834.98,0.03
ORD-01527,PROD-008,2.0,3320.58,0.07
ORD-01527,PROD-043,1.0,2126.48,0.06
ORD-01527,PROD-010,4.0,7853.25,0.03
ORD-01527,PROD-032,5.0,2147.54,0.07
ORD-01528,PROD-027,5.0,2195.93,0.01
ORD-01529,PROD-031,1.0,355.85,0.07
ORD-01529,PROD-027,4.0,2195.93,0.05
ORD-01530,PROD-032,3.0,2147.54,0.06
ORD-01531,PROD-019,1.0,380.41,0.18
ORD-01531,PROD-022,4.0,1870.93,0.07
ORD-01532,PROD-039,1.0,1736.04,0.14
ORD-01532,PROD-035,,808.36,0.14
ORD-01533,PROD-012,3.0,2193.39,0.19
ORD-01533,PROD-038,5.0,1552.78,0.02
ORD-01533,PROD-022,1.0,1870.93,0.01
ORD-01533,PROD-015,2.0,447.57,0.15
ORD-01534,PROD-013,1.0,2493.12,0.03
ORD-01535,PROD-019,2.0,380.41,0.04
ORD-01536,PROD-041,1.0,834.98,0.13
ORD-01536,PROD-036,3.0,1412.12,0.12
ORD-01536,PROD-005,1.0,4513.55,0.02
ORD-01536,PROD-031,2.0,355.85,0.05
ORD-01537,PROD-037,5.0,529.04,0.19
ORD-01537,PROD-031,3.0,355.85,0.09
ORD-01538,PROD-015,4.0,447.57,0.12
ORD-01538,PROD-045,4.0,750.97,0.18
ORD-01539,PROD-032,2.0,2147.54,0.14
ORD-01539,PROD-005,4.0,4513.55,0.09
ORD-01539,PROD-014,5.0,959.11,0.12
ORD-01540,PROD-025,2.0,1531.21,0.07
ORD-01540,PROD-019,5.0,380.41,0.16
ORD-01540,PROD-013,3.0,2493.12,0.15
ORD-01541,PROD-044,3.0,2377.7,0.14
ORD-01541,PROD-009,3.0,5981.22,0.15
ORD-01541,PROD-050,1.0,2228.18,0.13
ORD-01541,PROD-019,5.0,380.41,0.15
ORD-01542,PROD-008,4.0,3320.58,0.06
ORD-01542,PROD-006,1.0,3868.84,0.07
ORD-01543,PROD-037,3.0,529.04,0.11
ORD-01543,PROD-023,4.0,1453.66,
ORD-01543,PROD-009,5.0,5981.22,0.17
ORD-01544,PROD-050,4.0,2228.18,0.01
ORD-01545,PROD-040,4.0,,0.19
ORD-01545,PROD-037,5.0,529.04,0.13
ORD-01546,PROD-019,1.0,380.41,0.05
ORD-01546,PROD-041,4.0,834.98,0.11
ORD-01546,PROD-038,4.0,1552.78,0.16
ORD-01547,PROD-009,4.0,5981.22,0.17
ORD-01547,PROD-016,5.0,1238.94,0.19
ORD-01548,PROD-001,5.0,4713.31,0.0
ORD-01548,PROD-018,1.0,1330.11,0.1
ORD-01549,PROD-033,2.0,1749.63,0.02
ORD-01549,PROD-029,5.0,895.64,0.02
ORD-01549,PROD-019,3.0,380.41,0.09
ORD-01549,PROD-020,3.0,2140.44,0.11
ORD-01550,PROD-050,3.0,2228.18,0.13
ORD-01550,PROD-029,3.0,895.64,0.16
ORD-01550,PROD-014,5.0,959.11,0.1
ORD-01551,PROD-018,3.0,1330.11,0.08
ORD-01552,PROD-023,3.0,1453.66,0.04
ORD-01552,PROD-039,1.0,1736.04,0.2
ORD-01553,PROD-016,2.0,1238.94,
ORD-01554,PROD-048,1.0,1918.99,0.2
ORD-01554,PROD-033,5.0,1749.63,0.01
ORD-01554,PROD-007,4.0,5483.53,0.01
ORD-01554,PROD-023,2.0,1453.66,0.13
ORD-01555,PROD-003,3.0,2845.14,0.02
ORD-01556,PROD-031,2.0,355.85,0.04
ORD-01557,PROD-031,3.0,355.85,0.07
ORD-01558,PROD-016,4.0,1238.94,0.17
ORD-01558,PROD-012,5.0,2193.39,0.03
ORD-01558,PROD-043,4.0,2126.48,0.04
ORD-01558,PROD-044,3.0,2377.7,0.12
ORD-01559,PROD-022,5.0,1870.93,0.07
ORD-01559,PROD-021,3.0,444.56,0.19
ORD-01559,PROD-042,5.0,1627.03,0.11
ORD-01560,PROD-034,1.0,1513.79,0.05
ORD-01560,PROD-049,2.0,358.37,0.09
ORD-01560,PROD-018,3.0,1330.11,0.13
ORD-01561,PROD-025,1.0,1531.21,0.19
ORD-01562,PROD-041,3.0,834.98,0.08
ORD-01562,PROD-024,2.0,1358.39,0.14
ORD-01563,PROD-037,1.0,529.04,0.01
ORD-01563,PROD-022,3.0,1870.93,0.17
ORD-01563,PROD-007,3.0,5483.53,
ORD-01563,PROD-035,4.0,808.36,0.06
ORD-01564,PROD-045,1.0,750.97,0.03
ORD-01565,PROD-010,,7853.25,0.18
ORD-01565,PROD-011,5.0,627.06,0.19
ORD-01565,PROD-031,,355.85,0.05
ORD-01565,PROD-019,5.0,380.41,0.06
ORD-01566,PROD-025,3.0,1531.21,0.01
ORD-01566,PROD-016,3.0,1238.94,0.09
ORD-01567,PROD-014,5.0,959.11,0.17
ORD-01567,PROD-042,1.0,1627.03,0.18
ORD-01567,PROD-038,1.0,1552.78,0.11
ORD-01568,PROD-043,3.0,2126.48,0.07
ORD-01569,PROD-013,1.0,2493.12,0.16
ORD-01570,PROD-037,2.0,529.04,0.05
ORD-01571,PROD-016,5.0,1238.94,0.15
ORD-01571,PROD-025,3.0,1531.21,0.08
ORD-01572,PROD-042,5.0,1627.03,0.1
ORD-01573,PROD-023,5.0,1453.66,0.03
ORD-01574,PROD-014,1.0,959.11,0.16
ORD-01574,PROD-049,1.0,358.37,0.07
ORD-01574,PROD-037,2.0,529.04,0.12
ORD-01575,PROD-026,5.0,526.56,0.06
ORD-01575,PROD-042,1.0,1627.03,0.12
ORD-01576,PROD-011,1.0,627.06,0.03
ORD-01576,PROD-035,5.0,808.36,0.11
ORD-01576,PROD-042,5.0,1627.03,0.16
ORD-01576,PROD-040,1.0,1885.79,0.19
ORD-01577,PROD-039,3.0,1736.04,0.12
ORD-01577,PROD-046,4.0,1012.78,0.11
ORD-01577,PROD-034,4.0,1513.79,0.0
ORD-01578,PROD-003,3.0,2845.14,0.06
ORD-01578,PROD-030,2.0,1458.47,0.03
ORD-01578,PROD-026,3.0,526.56,0.04
ORD-01579,PROD-006,2.0,3868.84,0.09
ORD-01579,PROD-031,1.0,355.85,0.18
ORD-01580,PROD-031,2.0,355.85,0.16
ORD-01580,PROD-020,1.0,2140.44,0.15
ORD-01580,PROD-019,5.0,380.41,0.04
ORD-01581,PROD-038,1.0,1552.78,0.09
ORD-01581,PROD-027,4.0,2195.93,0.13
ORD-01581,PROD-010,4.0,7853.25,0.16
ORD-01581,PROD-034,1.0,1513.79,0.14
ORD-01582,PROD-025,2.0,1531.21,0.02
ORD-01582,PROD-015,5.0,447.57,0.19
ORD-01583,PROD-035,5.0,808.36,0.0
ORD-01584,PROD-039,4.0,1736.04,0.09
ORD-01584,PROD-020,4.0,2140.44,0.15
ORD-01585,PROD-035,2.0,808.36,0.15
ORD-01585,PROD-046,3.0,1012.78,0.13
ORD-01585,PROD-033,3.0,1749.63,0.03
ORD-01586,PROD-046,2.0,1012.78,0.16
ORD-01586,PROD-021,5.0,444.56,0.07
ORD-01586,PROD-006,1.0,3868.84,0.15
ORD-01587,PROD-003,3.0,2845.14,0.13
ORD-01587,PROD-039,1.0,1736.04,0.07
ORD-01588,PROD-038,3.0,1552.78,0.0
ORD-01588,PROD-024,5.0,1358.39,0.16
ORD-01589,PROD-026,5.0,526.56,
ORD-01589,PROD-022,3.0,1870.93,0.01
ORD-01589,PROD-048,2.0,1918.99,0.02
ORD-01589,PROD-004,3.0,5465.79,
ORD-01590,PROD-009,5.0,5981.22,0.14
ORD-01590,PROD-005,5.0,4513.55,0.18
ORD-01590,PROD-024,2.0,1358.39,0.01
ORD-01591,PROD-015,5.0,447.57,0.2
ORD-01591,PROD-021,4.0,444.56,0.18
ORD-01591,PROD-047,3.0,328.6,0.14
ORD-01592,PROD-031,5.0,355.85,0.01
ORD-01593,PROD-002,3.0,2197.08,0.18
ORD-01593,PROD-009,5.0,5981.22,0.02
ORD-01593,PROD-020,1.0,2140.44,0.05
ORD-01593,PROD-029,2.0,895.64,0.04
ORD-01594,PROD-002,5.0,2197.08,0.07
ORD-01595,PROD-043,5.0,2126.48,0.02
ORD-01595,PROD-023,2.0,1453.66,0.09
ORD-01596,PROD-012,4.0,2193.39,0.16
ORD-01597,PROD-046,2.0,1012.78,0.06
ORD-01597,PROD-050,5.0,2228.18,0.17
ORD-01597,PROD-028,2.0,1957.14,0.08
ORD-01598,PROD-016,4.0,1238.94,0.1
ORD-01599,PROD-032,3.0,2147.54,0.14
ORD-01600,PROD-015,5.0,447.57,0.11
ORD-01600,PROD-031,2.0,355.85,0.2
ORD-01600,PROD-017,3.0,2275.72,0.03
ORD-01600,PROD-011,5.0,627.06,0.15
ORD-01601,PROD-041,5.0,834.98,0.09
ORD-01602,PROD-036,1.0,1412.12,0.14
ORD-01603,PROD-043,1.0,2126.48,0.05
ORD-01604,PROD-025,1.0,1531.21,0.06
ORD-01604,PROD-048,2.0,1918.99,0.02
ORD-01604,PROD-003,4.0,2845.14,0.18
ORD-01605,PROD-042,3.0,1627.03,0.11
ORD-01605,PROD-027,1.0,2195.93,0.08
ORD-01605,PROD-013,5.0,2493.12,0.18
ORD-01605,PROD-030,2.0,1458.47,0.07
ORD-01606,PROD-017,2.0,2275.72,0.02
ORD-01606,PROD-006,4.0,3868.84,0.12
ORD-01607,PROD-049,4.0,358.37,0.15
ORD-01607,PROD-018,2.0,1330.11,0.08
ORD-01607,PROD-027,2.0,2195.93,0.12
ORD-01608,PROD-010,4.0,7853.25,0.17
ORD-01608,PROD-014,2.0,959.11,0.03
ORD-01609,PROD-016,3.0,1238.94,0.17
ORD-01610,PROD-016,5.0,1238.94,0.05
ORD-01610,PROD-005,1.0,4513.55,0.0
ORD-01610,PROD-006,4.0,3868.84,0.07
ORD-01610,PROD-015,4.0,447.57,0.05
ORD-01611,PROD-047,3.0,328.6,0.17
ORD-01611,PROD-048,2.0,1918.99,0.09
ORD-01611,PROD-011,2.0,627.06,0.16
ORD-01612,PROD-009,1.0,5981.22,0.1
ORD-01613,PROD-019,5.0,380.41,0.16
ORD-01613,PROD-011,2.0,627.06,0.08
ORD-01614,PROD-022,2.0,1870.93,0.05
ORD-01614,PROD-039,5.0,1736.04,0.06
ORD-01614,PROD-025,3.0,1531.21,0.06
ORD-01615,PROD-043,5.0,2126.48,0.05
ORD-01616,PROD-036,3.0,1412.12,0.02
ORD-01617,PROD-014,1.0,959.11,0.13
ORD-01617,PROD-013,4.0,2493.12,0.12
ORD-01617,PROD-033,3.0,1749.63,0.09
ORD-01617,PROD-022,,1870.93,0.03
ORD-01618,PROD-017,4.0,2275.72,0.1
ORD-01618,PROD-048,3.0,1918.99,0.18
ORD-01618,PROD-022,3.0,1870.93,0.15
ORD-01619,PROD-042,2.0,1627.03,0.04
ORD-01619,PROD-010,4.0,7853.25,0.03
ORD-01619,PROD-043,1.0,2126.48,0.1
ORD-01620,PROD-015,5.0,447.57,0.15
ORD-01620,PROD-045,2.0,750.97,0.08
ORD-01620,PROD-032,3.0,2147.54,0.05
ORD-01621,PROD-006,3.0,3868.84,0.06
ORD-01621,PROD-026,4.0,526.56,0.06
ORD-01622,PROD-012,3.0,2193.39,0.1
ORD-01622,PROD-030,5.0,1458.47,0.03
ORD-01622,PROD-020,3.0,2140.44,0.09
ORD-01622,PROD-013,1.0,2493.12,0.2
ORD-01623,PROD-018,2.0,1330.11,0.05
ORD-01623,PROD-024,1.0,1358.39,0.1
ORD-01624,PROD-033,1.0,1749.63,0.02
ORD-01625,PROD-008,2.0,3320.58,0.1
ORD-01625,PROD-025,1.0,1531.21,0.01
ORD-01626,PROD-034,4.0,1513.79,0.09
ORD-01626,PROD-009,5.0,5981.22,0.08
ORD-01627,PROD-049,4.0,358.37,0.03
ORD-01628,PROD-035,4.0,808.36,0.05
ORD-01628,PROD-026,1.0,526.56,0.18
ORD-01628,PROD-024,5.0,1358.39,0.07
ORD-01629,PROD-034,2.0,1513.79,0.05
ORD-01629,PROD-019,1.0,380.41,0.16
ORD-01630,PROD-024,5.0,1358.39,0.08
ORD-01630,PROD-023,3.0,1453.66,0.09
ORD-01630,PROD-037,4.0,529.04,0.04
ORD-01630,PROD-003,3.0,2845.14,0.18
ORD-01631,PROD-022,5.0,1870.93,0.03
ORD-01631,PROD-016,4.0,1238.94,0.11
ORD-01632,PROD-049,1.0,358.37,0.0
ORD-01632,PROD-007,4.0,5483.53,0.18
ORD-01633,PROD-005,1.0,4513.55,0.05
ORD-01633,PROD-010,4.0,7853.25,0.06
ORD-01633,PROD-002,1.0,2197.08,0.01
ORD-01634,PROD-043,4.0,2126.48,0.11
ORD-01634,PROD-014,2.0,959.11,0.15
ORD-01635,PROD-024,4.0,1358.39,0.16
ORD-01635,PROD-011,4.0,627.06,0.14
ORD-01635,PROD-046,3.0,1012.78,0.18
ORD-01636,PROD-024,3.0,1358.39,0.18
ORD-01636,PROD-005,4.0,4513.55,0.07
ORD-01636,PROD-022,1.0,1870.93,0.12
ORD-01636,PROD-032,3.0,2147.54,0.07
ORD-01637,PROD-004,2.0,5465.79,0.18
ORD-01637,PROD-050,2.0,2228.18,0.2
ORD-01637,PROD-041,5.0,834.98,0.04
ORD-01637,PROD-024,4.0,,0.18
ORD-01638,PROD-047,2.0,328.6,0.04
ORD-01638,PROD-049,2.0,358.37,0.01
ORD-01638,PROD-034,1.0,1513.79,0.13
ORD-01639,PROD-041,5.0,834.98,0.0
ORD-01639,PROD-017,2.0,2275.72,0.04
ORD-01639,PROD-014,3.0,959.11,0.12
ORD-01640,PROD-044,4.0,2377.7,0.18
ORD-01641,PROD-027,4.0,2195.93,0.06
ORD-01641,PROD-031,5.0,355.85,0.0
ORD-01642,PROD-041,4.0,834.98,0.0
ORD-01642,PROD-003,3.0,2845.14,0.2
ORD-01643,PROD-022,3.0,1870.93,0.03
ORD-01643,PROD-027,2.0,2195.93,0.16
ORD-01643,PROD-007,2.0,5483.53,0.19
ORD-01643,PROD-016,5.0,1238.94,0.17
ORD-01644,PROD-018,2.0,1330.11,0.04
ORD-01644,PROD-006,5.0,3868.84,0.02
ORD-01644,PROD-015,4.0,447.57,0.15
ORD-01644,PROD-027,4.0,2195.93,0.05
ORD-01645,PROD-004,3.0,5465.79,0.19
ORD-01645,PROD-008,5.0,3320.58,0.11
ORD-01646,PROD-022,3.0,1870.93,0.12
ORD-01647,PROD-009,4.0,,0.08
ORD-01647,PROD-004,5.0,5465.79,0.09
ORD-01648,PROD-008,2.0,3320.58,0.07
ORD-01648,PROD-038,2.0,1552.78,0.14
ORD-01648,PROD-016,2.0,1238.94,0.12
ORD-01649,PROD-011,1.0,627.06,0.12
ORD-01649,PROD-034,4.0,1513.79,0.07
ORD-01649,PROD-037,3.0,529.04,0.17
ORD-01650,PROD-021,3.0,444.56,0.01
ORD-01650,PROD-031,5.0,355.85,0.17
ORD-01650,PROD-019,2.0,380.41,0.02
ORD-01651,PROD-047,4.0,328.6,0.05
ORD-01652,PROD-019,5.0,380.41,0.16
ORD-01652,PROD-020,2.0,2140.44,0.06
ORD-01653,PROD-011,2.0,627.06,
ORD-01653,PROD-031,2.0,355.85,0.01
ORD-01653,PROD-047,2.0,328.6,0.16
ORD-01653,PROD-017,3.0,2275.72,0.18
ORD-01654,PROD-032,4.0,2147.54,0.14
